dteday,year,month,hr,weekday,season,weather_description,cnt,registered,casual,temp
2011-01-16,2011,January,12,Sunday,Spring,Clear,104,75,29,0.24
2011-01-16,2011,January,13,Sunday,Spring,Clear,118,95,23,0.26
2011-01-16,2011,January,14,Sunday,Spring,Clear,91,69,22,0.28
2011-01-16,2011,January,15,Sunday,Spring,Clear,113,78,35,0.26
2011-01-16,2011,January,16,Sunday,Spring,Clear,99,77,22,0.24
2011-01-16,2011,January,17,Sunday,Spring,Clear,105,82,23,0.22
2011-01-16,2011,January,18,Sunday,Spring,Clear,67,56,11,0.2
2011-01-16,2011,January,19,Sunday,Spring,Clear,61,47,14,0.18
2011-01-16,2011,January,20,Sunday,Spring,Clear,57,50,7,0.18
2011-01-16,2011,January,21,Sunday,Spring,Clear,28,22,6,0.18
2011-01-16,2011,January,22,Sunday,Spring,Partly Cloudy,21,19,2,0.2
2011-01-16,2011,January,23,Sunday,Spring,Partly Cloudy,18,18,0,0.2
2011-01-17,2011,January,0,Monday,Spring,Partly Cloudy,17,16,1,0.2
2011-01-17,2011,January,1,Monday,Spring,Partly Cloudy,16,15,1,0.2
2011-01-17,2011,January,2,Monday,Spring,Partly Cloudy,8,8,0,0.18
2011-01-17,2011,January,3,Monday,Spring,Partly Cloudy,2,2,0,0.18
2011-01-17,2011,January,4,Monday,Spring,Partly Cloudy,3,2,1,0.18
2011-01-17,2011,January,5,Monday,Spring,Partly Cloudy,1,1,0,0.18
2011-01-17,2011,January,6,Monday,Spring,Partly Cloudy,5,5,0,0.18
2011-01-17,2011,January,7,Monday,Spring,Partly Cloudy,13,9,4,0.16
2011-01-17,2011,January,8,Monday,Spring,Partly Cloudy,33,30,3,0.16
2011-01-17,2011,January,9,Monday,Spring,Partly Cloudy,47,39,8,0.16
2011-01-17,2011,January,10,Monday,Spring,Partly Cloudy,57,50,7,0.16
2011-01-17,2011,January,11,Monday,Spring,Partly Cloudy,64,55,9,0.16
2011-01-17,2011,January,12,Monday,Spring,Partly Cloudy,80,70,10,0.18
2011-01-17,2011,January,13,Monday,Spring,Partly Cloudy,93,80,13,0.18
2011-01-17,2011,January,14,Monday,Spring,Partly Cloudy,86,74,12,0.18
2011-01-17,2011,January,15,Monday,Spring,Partly Cloudy,93,72,21,0.2
2011-01-17,2011,January,16,Monday,Spring,Partly Cloudy,82,76,6,0.2
2011-01-17,2011,January,17,Monday,Spring,Clear,71,67,4,0.2
2011-01-17,2011,January,18,Monday,Spring,Partly Cloudy,92,85,7,0.18
2011-01-17,2011,January,19,Monday,Spring,Light Snow/Rain,60,58,2,0.18
2011-01-17,2011,January,20,Monday,Spring,Light Snow/Rain,33,29,4,0.16
2011-01-17,2011,January,21,Monday,Spring,Light Snow/Rain,27,24,3,0.16
2011-01-17,2011,January,22,Monday,Spring,Light Snow/Rain,13,13,0,0.14
2011-01-17,2011,January,23,Monday,Spring,Light Snow/Rain,4,3,1,0.16
2011-01-18,2011,January,12,Tuesday,Spring,Partly Cloudy,3,3,0,0.2
2011-01-18,2011,January,13,Tuesday,Spring,Partly Cloudy,22,22,0,0.2
2011-01-18,2011,January,14,Tuesday,Spring,Partly Cloudy,28,26,2,0.22
2011-01-18,2011,January,15,Tuesday,Spring,Partly Cloudy,35,32,3,0.22
2011-01-18,2011,January,16,Tuesday,Spring,Partly Cloudy,61,61,0,0.22
2011-01-18,2011,January,17,Tuesday,Spring,Partly Cloudy,125,124,1,0.22
2011-01-18,2011,January,18,Tuesday,Spring,Partly Cloudy,133,132,1,0.22
2011-01-18,2011,January,19,Tuesday,Spring,Partly Cloudy,99,98,1,0.22
2011-01-18,2011,January,20,Tuesday,Spring,Partly Cloudy,83,83,0,0.22
2011-01-18,2011,January,21,Tuesday,Spring,Partly Cloudy,41,41,0,0.22
2011-01-18,2011,January,22,Tuesday,Spring,Partly Cloudy,33,33,0,0.22
2011-01-18,2011,January,23,Tuesday,Spring,Partly Cloudy,20,19,1,0.22
2011-01-19,2011,January,0,Wednesday,Spring,Partly Cloudy,3,3,0,0.22
2011-01-19,2011,January,1,Wednesday,Spring,Light Snow/Rain,7,6,1,0.22
2011-01-19,2011,January,2,Wednesday,Spring,Light Snow/Rain,3,3,0,0.22
2011-01-19,2011,January,4,Wednesday,Spring,Light Snow/Rain,2,1,1,0.22
2011-01-19,2011,January,5,Wednesday,Spring,Partly Cloudy,7,7,0,0.22
2011-01-19,2011,January,6,Wednesday,Spring,Partly Cloudy,32,32,0,0.22
2011-01-19,2011,January,7,Wednesday,Spring,Partly Cloudy,90,89,1,0.24
2011-01-19,2011,January,8,Wednesday,Spring,Partly Cloudy,197,196,1,0.24
2011-01-19,2011,January,9,Wednesday,Spring,Partly Cloudy,109,107,2,0.24
2011-01-19,2011,January,10,Wednesday,Spring,Partly Cloudy,47,46,1,0.26
2011-01-19,2011,January,11,Wednesday,Spring,Partly Cloudy,52,47,5,0.28
2011-01-19,2011,January,12,Wednesday,Spring,Partly Cloudy,70,65,5,0.3
2011-01-19,2011,January,13,Wednesday,Spring,Clear,78,67,11,0.4
2011-01-19,2011,January,14,Wednesday,Spring,Clear,75,68,7,0.4
2011-01-19,2011,January,15,Wednesday,Spring,Clear,82,78,4,0.4
2011-01-19,2011,January,16,Wednesday,Spring,Clear,104,94,10,0.38
2011-01-19,2011,January,17,Wednesday,Spring,Clear,197,190,7,0.36
2011-01-19,2011,January,18,Wednesday,Spring,Clear,161,156,5,0.34
2011-01-19,2011,January,19,Wednesday,Spring,Clear,112,108,4,0.32
2011-01-19,2011,January,20,Wednesday,Spring,Clear,76,74,2,0.32
2011-01-19,2011,January,21,Wednesday,Spring,Clear,59,55,4,0.32
2011-01-19,2011,January,22,Wednesday,Spring,Clear,59,53,6,0.3
2011-01-19,2011,January,23,Wednesday,Spring,Clear,28,27,1,0.3
2011-01-20,2011,January,0,Thursday,Spring,Clear,13,8,5,0.26
2011-01-20,2011,January,1,Thursday,Spring,Clear,5,3,2,0.26
2011-01-20,2011,January,2,Thursday,Spring,Clear,2,2,0,0.26
2011-01-20,2011,January,3,Thursday,Spring,Clear,1,1,0,0.26
2011-01-20,2011,January,4,Thursday,Spring,Clear,1,1,0,0.26
2011-01-20,2011,January,5,Thursday,Spring,Clear,6,6,0,0.24
2011-01-20,2011,January,6,Thursday,Spring,Clear,35,35,0,0.22
2011-01-20,2011,January,7,Thursday,Spring,Clear,101,100,1,0.22
2011-01-20,2011,January,8,Thursday,Spring,Clear,249,247,2,0.22
2011-01-20,2011,January,9,Thursday,Spring,Partly Cloudy,143,140,3,0.24
2011-01-20,2011,January,10,Thursday,Spring,Clear,57,56,1,0.26
2011-01-20,2011,January,11,Thursday,Spring,Partly Cloudy,68,63,5,0.28
2011-01-20,2011,January,12,Thursday,Spring,Partly Cloudy,84,77,7,0.3
2011-01-20,2011,January,13,Thursday,Spring,Partly Cloudy,98,86,12,0.28
2011-01-20,2011,January,14,Thursday,Spring,Partly Cloudy,81,75,6,0.3
2011-01-20,2011,January,15,Thursday,Spring,Partly Cloudy,70,62,8,0.32
2011-01-20,2011,January,16,Thursday,Spring,Partly Cloudy,91,83,8,0.3
2011-01-20,2011,January,17,Thursday,Spring,Partly Cloudy,215,207,8,0.3
2011-01-20,2011,January,18,Thursday,Spring,Partly Cloudy,185,184,1,0.26
2011-01-20,2011,January,19,Thursday,Spring,Clear,152,146,6,0.26
2011-01-20,2011,January,20,Thursday,Spring,Partly Cloudy,126,124,2,0.26
2011-01-20,2011,January,21,Thursday,Spring,Partly Cloudy,57,54,3,0.24
2011-01-20,2011,January,22,Thursday,Spring,Partly Cloudy,56,56,0,0.24
2011-01-20,2011,January,23,Thursday,Spring,Partly Cloudy,31,28,3,0.24
2011-01-21,2011,January,0,Friday,Spring,Partly Cloudy,21,20,1,0.24
2011-01-21,2011,January,1,Friday,Spring,Partly Cloudy,6,6,0,0.24
2011-01-21,2011,January,2,Friday,Spring,Light Snow/Rain,2,2,0,0.24
2011-01-21,2011,January,3,Friday,Spring,Light Snow/Rain,1,1,0,0.22
2011-01-21,2011,January,4,Friday,Spring,Partly Cloudy,1,1,0,0.22
2011-01-21,2011,January,5,Friday,Spring,Clear,5,4,1,0.24
2011-01-21,2011,January,6,Friday,Spring,Clear,27,27,0,0.22
2011-01-21,2011,January,7,Friday,Spring,Clear,68,66,2,0.2
2011-01-21,2011,January,8,Friday,Spring,Clear,217,210,7,0.2
2011-01-21,2011,January,9,Friday,Spring,Clear,166,159,7,0.2
2011-01-21,2011,January,10,Friday,Spring,Clear,63,57,6,0.2
2011-01-21,2011,January,11,Friday,Spring,Clear,59,53,6,0.22
2011-01-21,2011,January,12,Friday,Spring,Clear,78,67,11,0.22
2011-01-21,2011,January,13,Friday,Spring,Clear,73,65,8,0.2
2011-01-21,2011,January,14,Friday,Spring,Clear,62,56,6,0.2
2011-01-21,2011,January,15,Friday,Spring,Clear,65,61,4,0.16
2011-01-21,2011,January,16,Friday,Spring,Clear,97,97,0,0.16
2011-01-21,2011,January,17,Friday,Spring,Clear,161,151,10,0.14
2011-01-21,2011,January,18,Friday,Spring,Clear,120,119,1,0.12
2011-01-21,2011,January,19,Friday,Spring,Clear,96,93,3,0.12
2011-01-21,2011,January,20,Friday,Spring,Clear,53,52,1,0.1
2011-01-21,2011,January,21,Friday,Spring,Clear,41,41,0,0.08
2011-01-21,2011,January,22,Friday,Spring,Clear,34,33,1,0.06
2011-01-21,2011,January,23,Friday,Spring,Clear,27,27,0,0.06
2011-01-22,2011,January,0,Saturday,Spring,Clear,13,13,0,0.04
2011-01-22,2011,January,1,Saturday,Spring,Partly Cloudy,12,9,3,0.04
2011-01-22,2011,January,2,Saturday,Spring,Partly Cloudy,11,11,0,0.04
2011-01-22,2011,January,3,Saturday,Spring,Partly Cloudy,7,6,1,0.04
2011-01-22,2011,January,4,Saturday,Spring,Partly Cloudy,3,3,0,0.02
2011-01-22,2011,January,6,Saturday,Spring,Partly Cloudy,2,2,0,0.02
2011-01-22,2011,January,7,Saturday,Spring,Clear,8,8,0,0.02
2011-01-22,2011,January,8,Saturday,Spring,Clear,27,26,1,0.02
2011-01-22,2011,January,9,Saturday,Spring,Clear,40,37,3,0.04
2011-01-22,2011,January,10,Saturday,Spring,Partly Cloudy,53,50,3,0.04
2011-01-22,2011,January,11,Saturday,Spring,Partly Cloudy,63,59,4,0.06
2011-01-22,2011,January,12,Saturday,Spring,Partly Cloudy,70,60,10,0.06
2011-01-22,2011,January,13,Saturday,Spring,Clear,84,72,12,0.08
2011-01-22,2011,January,14,Saturday,Spring,Clear,75,64,11,0.1
2011-01-22,2011,January,15,Saturday,Spring,Clear,103,93,10,0.12
2011-01-22,2011,January,16,Saturday,Spring,Clear,83,72,11,0.12
2011-01-22,2011,January,17,Saturday,Spring,Clear,67,59,8,0.12
2011-01-22,2011,January,18,Saturday,Spring,Clear,54,54,0,0.08
2011-01-22,2011,January,19,Saturday,Spring,Clear,59,53,6,0.08
2011-01-22,2011,January,20,Saturday,Spring,Clear,45,44,1,0.06
2011-01-22,2011,January,21,Saturday,Spring,Clear,39,39,0,0.06
2011-01-22,2011,January,22,Saturday,Spring,Clear,30,23,7,0.06
2011-01-22,2011,January,23,Saturday,Spring,Clear,33,31,2,0.04
2011-01-23,2011,January,0,Sunday,Spring,Clear,22,20,2,0.04
2011-01-23,2011,January,1,Sunday,Spring,Clear,13,12,1,0.04
2011-01-23,2011,January,2,Sunday,Spring,Clear,18,15,3,0.02
2011-01-23,2011,January,3,Sunday,Spring,Clear,5,4,1,0.02
2011-01-23,2011,January,5,Sunday,Spring,Partly Cloudy,3,3,0,0.04
2011-01-23,2011,January,6,Sunday,Spring,Partly Cloudy,1,1,0,0.04
2011-01-23,2011,January,7,Sunday,Spring,Clear,2,1,1,0.08
2011-01-23,2011,January,8,Sunday,Spring,Clear,19,17,2,0.06
2011-01-23,2011,January,9,Sunday,Spring,Clear,28,25,3,0.1
2011-01-23,2011,January,10,Sunday,Spring,Clear,58,51,7,0.14
2011-01-23,2011,January,11,Sunday,Spring,Clear,99,77,22,0.14
2011-01-23,2011,January,12,Sunday,Spring,Clear,116,92,24,0.16
2011-01-23,2011,January,13,Sunday,Spring,Clear,87,75,12,0.14
2011-01-23,2011,January,14,Sunday,Spring,Clear,110,93,17,0.16
2011-01-23,2011,January,15,Sunday,Spring,Clear,77,64,13,0.16
2011-01-23,2011,January,16,Sunday,Spring,Clear,65,56,9,0.16
2011-01-23,2011,January,17,Sunday,Spring,Clear,55,50,5,0.14
2011-01-23,2011,January,18,Sunday,Spring,Clear,49,44,5,0.12
2011-01-23,2011,January,19,Sunday,Spring,Clear,50,45,5,0.12
2011-01-23,2011,January,20,Sunday,Spring,Clear,35,31,4,0.1
2011-01-23,2011,January,21,Sunday,Spring,Clear,25,20,5,0.1
2011-01-23,2011,January,22,Sunday,Spring,Clear,28,23,5,0.08
2011-01-23,2011,January,23,Sunday,Spring,Clear,21,17,4,0.06
2011-01-24,2011,January,0,Monday,Spring,Clear,7,7,0,0.06
2011-01-24,2011,January,1,Monday,Spring,Clear,1,1,0,0.04
2011-01-24,2011,January,3,Monday,Spring,Clear,1,1,0,0.04
2011-01-24,2011,January,4,Monday,Spring,Clear,1,1,0,0.02
2011-01-24,2011,January,5,Monday,Spring,Clear,5,5,0,0.02
2011-01-24,2011,January,6,Monday,Spring,Clear,15,15,0,0.02
2011-01-24,2011,January,7,Monday,Spring,Clear,84,79,5,0.02
2011-01-24,2011,January,8,Monday,Spring,Clear,177,171,6,0.04
2011-01-24,2011,January,9,Monday,Spring,Clear,102,98,4,0.06
2011-01-24,2011,January,10,Monday,Spring,Clear,40,34,6,0.1
2011-01-24,2011,January,11,Monday,Spring,Clear,46,43,3,0.1
2011-01-24,2011,January,12,Monday,Spring,Partly Cloudy,63,52,11,0.12
2011-01-24,2011,January,13,Monday,Spring,Partly Cloudy,60,54,6,0.14
2011-01-24,2011,January,14,Monday,Spring,Partly Cloudy,45,43,2,0.14
2011-01-24,2011,January,15,Monday,Spring,Clear,57,50,7,0.16
2011-01-24,2011,January,16,Monday,Spring,Clear,70,66,4,0.16
2011-01-24,2011,January,17,Monday,Spring,Clear,184,178,6,0.14
2011-01-24,2011,January,18,Monday,Spring,Clear,153,145,8,0.14
2011-01-24,2011,January,19,Monday,Spring,Clear,106,101,5,0.14
2011-01-24,2011,January,20,Monday,Spring,Clear,81,80,1,0.14
2011-01-24,2011,January,21,Monday,Spring,Clear,59,53,6,0.14
2011-01-24,2011,January,22,Monday,Spring,Partly Cloudy,35,32,3,0.14
2011-01-24,2011,January,23,Monday,Spring,Partly Cloudy,24,21,3,0.16
2011-01-25,2011,January,0,Tuesday,Spring,Partly Cloudy,9,6,3,0.16
2011-01-25,2011,January,1,Tuesday,Spring,Partly Cloudy,5,5,0,0.16
2011-01-25,2011,January,2,Tuesday,Spring,Clear,2,2,0,0.16
2011-01-25,2011,January,4,Tuesday,Spring,Clear,1,1,0,0.14
2011-01-25,2011,January,5,Tuesday,Spring,Clear,9,9,0,0.14
2011-01-25,2011,January,6,Tuesday,Spring,Clear,36,35,1,0.16
2011-01-25,2011,January,7,Tuesday,Spring,Clear,108,103,5,0.16
2011-01-25,2011,January,8,Tuesday,Spring,Partly Cloudy,238,233,5,0.16
2011-01-25,2011,January,9,Tuesday,Spring,Partly Cloudy,144,134,10,0.2
2011-01-25,2011,January,10,Tuesday,Spring,Partly Cloudy,55,49,6,0.22
2011-01-25,2011,January,11,Tuesday,Spring,Partly Cloudy,61,55,6,0.24
2011-01-25,2011,January,12,Tuesday,Spring,Partly Cloudy,106,85,21,0.26
2011-01-25,2011,January,13,Tuesday,Spring,Partly Cloudy,93,72,21,0.26
2011-01-25,2011,January,14,Tuesday,Spring,Partly Cloudy,68,57,11,0.3
2011-01-25,2011,January,15,Tuesday,Spring,Partly Cloudy,84,63,21,0.32
2011-01-25,2011,January,16,Tuesday,Spring,Partly Cloudy,116,102,14,0.32
2011-01-25,2011,January,17,Tuesday,Spring,Clear,222,208,14,0.3
2011-01-25,2011,January,18,Tuesday,Spring,Partly Cloudy,225,218,7,0.3
2011-01-25,2011,January,19,Tuesday,Spring,Partly Cloudy,146,133,13,0.26
2011-01-25,2011,January,20,Tuesday,Spring,Clear,119,103,16,0.24
2011-01-25,2011,January,21,Tuesday,Spring,Clear,45,40,5,0.24
2011-01-25,2011,January,22,Tuesday,Spring,Clear,53,49,4,0.22
2011-01-25,2011,January,23,Tuesday,Spring,Partly Cloudy,40,37,3,0.22
2011-01-26,2011,January,0,Wednesday,Spring,Partly Cloudy,17,14,3,0.22
2011-01-26,2011,January,1,Wednesday,Spring,Partly Cloudy,5,5,0,0.24
2011-01-26,2011,January,2,Wednesday,Spring,Light Snow/Rain,10,7,3,0.22
2011-01-26,2011,January,5,Wednesday,Spring,Light Snow/Rain,1,1,0,0.2
2011-01-26,2011,January,6,Wednesday,Spring,Light Snow/Rain,8,8,0,0.2
2011-01-26,2011,January,7,Wednesday,Spring,Light Snow/Rain,30,29,1,0.22
2011-01-26,2011,January,8,Wednesday,Spring,Light Snow/Rain,72,69,3,0.22
2011-01-26,2011,January,9,Wednesday,Spring,Light Snow/Rain,58,55,3,0.22
2011-01-26,2011,January,10,Wednesday,Spring,Light Snow/Rain,28,26,2,0.22
2011-01-26,2011,January,11,Wednesday,Spring,Light Snow/Rain,41,35,6,0.22
2011-01-26,2011,January,12,Wednesday,Spring,Light Snow/Rain,48,41,7,0.22
2011-01-26,2011,January,13,Wednesday,Spring,Light Snow/Rain,47,43,4,0.22
2011-01-26,2011,January,14,Wednesday,Spring,Light Snow/Rain,36,36,0,0.22
2011-01-26,2011,January,15,Wednesday,Spring,Light Snow/Rain,43,42,1,0.22
2011-01-26,2011,January,16,Wednesday,Spring,Severe Weather,36,35,1,0.22
2011-01-26,2011,January,17,Wednesday,Spring,Light Snow/Rain,26,26,0,0.2
2011-01-27,2011,January,16,Thursday,Spring,Clear,24,23,1,0.22
2011-01-27,2011,January,17,Thursday,Spring,Clear,84,82,2,0.22
2011-01-27,2011,January,18,Thursday,Spring,Clear,104,101,3,0.2
2011-01-27,2011,January,19,Thursday,Spring,Clear,79,76,3,0.2
2011-01-27,2011,January,20,Thursday,Spring,Clear,59,55,4,0.18
2011-01-27,2011,January,21,Thursday,Spring,Clear,38,36,2,0.18
2011-01-27,2011,January,22,Thursday,Spring,Clear,27,27,0,0.18
2011-01-27,2011,January,23,Thursday,Spring,Clear,16,16,0,0.18
2011-01-28,2011,January,0,Friday,Spring,Partly Cloudy,9,9,0,0.2
2011-01-28,2011,January,1,Friday,Spring,Partly Cloudy,3,2,1,0.2
2011-01-28,2011,January,2,Friday,Spring,Partly Cloudy,2,2,0,0.2
2011-01-28,2011,January,3,Friday,Spring,Partly Cloudy,1,0,1,0.2
2011-01-28,2011,January,5,Friday,Spring,Partly Cloudy,4,4,0,0.18
2011-01-28,2011,January,6,Friday,Spring,Partly Cloudy,16,16,0,0.18
2011-01-28,2011,January,7,Friday,Spring,Partly Cloudy,60,58,2,0.16
2011-01-28,2011,January,8,Friday,Spring,Partly Cloudy,157,155,2,0.16
2011-01-28,2011,January,9,Friday,Spring,Light Snow/Rain,101,95,6,0.18
2011-01-28,2011,January,10,Friday,Spring,Light Snow/Rain,49,49,0,0.18
2011-01-28,2011,January,11,Friday,Spring,Light Snow/Rain,30,30,0,0.18
2011-01-28,2011,January,12,Friday,Spring,Light Snow/Rain,29,28,1,0.18
2011-01-28,2011,January,13,Friday,Spring,Light Snow/Rain,31,31,0,0.18
2011-01-28,2011,January,14,Friday,Spring,Light Snow/Rain,38,36,2,0.22
2011-01-28,2011,January,15,Friday,Spring,Partly Cloudy,41,40,1,0.2
2011-01-28,2011,January,16,Friday,Spring,Clear,80,70,10,0.22
2011-01-28,2011,January,17,Friday,Spring,Clear,149,147,2,0.24
2011-01-28,2011,January,18,Friday,Spring,Clear,109,107,2,0.24
2011-01-28,2011,January,19,Friday,Spring,Partly Cloudy,89,84,5,0.24
2011-01-28,2011,January,20,Friday,Spring,Partly Cloudy,62,61,1,0.24
2011-01-28,2011,January,21,Friday,Spring,Partly Cloudy,58,57,1,0.22
2011-01-28,2011,January,22,Friday,Spring,Clear,26,26,0,0.24
2011-01-28,2011,January,23,Friday,Spring,Clear,23,22,1,0.24
2011-01-29,2011,January,0,Saturday,Spring,Clear,28,26,2,0.22
2011-01-29,2011,January,1,Saturday,Spring,Clear,20,20,0,0.22
2011-01-29,2011,January,2,Saturday,Spring,Clear,15,15,0,0.22
2011-01-29,2011,January,3,Saturday,Spring,Clear,8,5,3,0.2
2011-01-29,2011,January,4,Saturday,Spring,Clear,3,2,1,0.16
2011-01-29,2011,January,6,Saturday,Spring,Clear,2,2,0,0.16
2011-01-29,2011,January,7,Saturday,Spring,Clear,5,4,1,0.16
2011-01-29,2011,January,8,Saturday,Spring,Clear,34,31,3,0.18
2011-01-29,2011,January,9,Saturday,Spring,Clear,34,34,0,0.18
2011-01-29,2011,January,10,Saturday,Spring,Partly Cloudy,55,51,4,0.18
2011-01-29,2011,January,11,Saturday,Spring,Partly Cloudy,64,60,4,0.18
2011-01-29,2011,January,12,Saturday,Spring,Partly Cloudy,78,66,12,0.2
2011-01-29,2011,January,13,Saturday,Spring,Partly Cloudy,65,56,9,0.22
2011-01-29,2011,January,14,Saturday,Spring,Partly Cloudy,99,89,10,0.22
2011-01-29,2011,January,15,Saturday,Spring,Clear,120,98,22,0.22
2011-01-29,2011,January,16,Saturday,Spring,Clear,107,88,19,0.24
2011-01-29,2011,January,17,Saturday,Spring,Clear,91,82,9,0.24
2011-01-29,2011,January,18,Saturday,Spring,Clear,68,59,9,0.22
2011-01-29,2011,January,19,Saturday,Spring,Partly Cloudy,58,52,6,0.22
2011-01-29,2011,January,20,Saturday,Spring,Clear,43,42,1,0.18
2011-01-29,2011,January,21,Saturday,Spring,Clear,36,35,1,0.18
2011-01-29,2011,January,22,Saturday,Spring,Clear,32,28,4,0.16
2011-01-29,2011,January,23,Saturday,Spring,Clear,33,30,3,0.16
2011-01-30,2011,January,0,Sunday,Spring,Clear,33,33,0,0.16
2011-01-30,2011,January,1,Sunday,Spring,Clear,29,22,7,0.14
2011-01-30,2011,January,2,Sunday,Spring,Clear,11,10,1,0.16
2011-01-30,2011,January,3,Sunday,Spring,Clear,8,7,1,0.14
2011-01-30,2011,January,4,Sunday,Spring,Clear,1,1,0,0.14
2011-01-30,2011,January,5,Sunday,Spring,Clear,3,3,0,0.14
2011-01-30,2011,January,7,Sunday,Spring,Clear,3,3,0,0.14
2011-01-30,2011,January,8,Sunday,Spring,Partly Cloudy,12,11,1,0.14
2011-01-30,2011,January,9,Sunday,Spring,Partly Cloudy,38,34,4,0.16
2011-01-30,2011,January,10,Sunday,Spring,Partly Cloudy,64,57,7,0.18
2011-01-30,2011,January,11,Sunday,Spring,Clear,59,50,9,0.22
2011-01-30,2011,January,12,Sunday,Spring,Clear,97,87,10,0.3
2011-01-30,2011,January,13,Sunday,Spring,Clear,84,71,13,0.28
2011-01-30,2011,January,14,Sunday,Spring,Clear,122,104,18,0.28
2011-01-30,2011,January,15,Sunday,Spring,Clear,109,95,14,0.3
2011-01-30,2011,January,16,Sunday,Spring,Clear,123,104,19,0.3
2011-01-30,2011,January,17,Sunday,Spring,Clear,77,71,6,0.3
2011-01-30,2011,January,18,Sunday,Spring,Clear,65,57,8,0.26
2011-01-30,2011,January,19,Sunday,Spring,Clear,55,46,9,0.26
2011-01-30,2011,January,20,Sunday,Spring,Partly Cloudy,33,30,3,0.26
2011-01-30,2011,January,21,Sunday,Spring,Partly Cloudy,28,25,3,0.24
2011-01-30,2011,January,22,Sunday,Spring,Partly Cloudy,21,19,2,0.24
2011-01-30,2011,January,23,Sunday,Spring,Partly Cloudy,21,16,5,0.24
2011-01-31,2011,January,0,Monday,Spring,Partly Cloudy,7,6,1,0.24
2011-01-31,2011,January,1,Monday,Spring,Clear,7,5,2,0.22
2011-01-31,2011,January,2,Monday,Spring,Clear,1,1,0,0.22
2011-01-31,2011,January,3,Monday,Spring,Clear,2,2,0,0.22
2011-01-31,2011,January,4,Monday,Spring,Clear,2,2,0,0.2
2011-01-31,2011,January,5,Monday,Spring,Clear,8,8,0,0.18
2011-01-31,2011,January,6,Monday,Spring,Clear,37,37,0,0.16
2011-01-31,2011,January,7,Monday,Spring,Partly Cloudy,72,71,1,0.16
2011-01-31,2011,January,8,Monday,Spring,Partly Cloudy,185,182,3,0.16
2011-01-31,2011,January,9,Monday,Spring,Partly Cloudy,112,112,0,0.16
2011-01-31,2011,January,10,Monday,Spring,Partly Cloudy,69,68,1,0.16
2011-01-31,2011,January,11,Monday,Spring,Partly Cloudy,48,46,2,0.16
2011-01-31,2011,January,12,Monday,Spring,Partly Cloudy,68,62,6,0.18
2011-01-31,2011,January,13,Monday,Spring,Partly Cloudy,54,52,2,0.16
2011-01-31,2011,January,14,Monday,Spring,Partly Cloudy,86,85,1,0.18
2011-01-31,2011,January,15,Monday,Spring,Partly Cloudy,44,41,3,0.16
2011-01-31,2011,January,16,Monday,Spring,Partly Cloudy,86,83,3,0.16
2011-01-31,2011,January,17,Monday,Spring,Partly Cloudy,161,155,6,0.16
2011-01-31,2011,January,18,Monday,Spring,Partly Cloudy,156,153,3,0.16
2011-01-31,2011,January,19,Monday,Spring,Clear,111,108,3,0.3
2011-01-31,2011,January,20,Monday,Spring,Light Snow/Rain,78,78,0,0.16
2011-01-31,2011,January,21,Monday,Spring,Light Snow/Rain,56,53,3,0.16
2011-01-31,2011,January,22,Monday,Spring,Partly Cloudy,34,34,0,0.16
2011-01-31,2011,January,23,Monday,Spring,Partly Cloudy,17,15,2,0.16
2011-02-01,2011,February,0,Tuesday,Spring,Partly Cloudy,8,6,2,0.16
2011-02-01,2011,February,1,Tuesday,Spring,Partly Cloudy,3,3,0,0.16
2011-02-01,2011,February,2,Tuesday,Spring,Partly Cloudy,2,2,0,0.16
2011-02-01,2011,February,3,Tuesday,Spring,Partly Cloudy,2,2,0,0.16
2011-02-01,2011,February,5,Tuesday,Spring,Light Snow/Rain,3,3,0,0.14
2011-02-01,2011,February,6,Tuesday,Spring,Light Snow/Rain,22,22,0,0.14
2011-02-01,2011,February,7,Tuesday,Spring,Light Snow/Rain,52,52,0,0.16
2011-02-01,2011,February,8,Tuesday,Spring,Light Snow/Rain,135,132,3,0.16
2011-02-01,2011,February,9,Tuesday,Spring,Partly Cloudy,116,114,2,0.16
2011-02-01,2011,February,10,Tuesday,Spring,Partly Cloudy,47,47,0,0.16
2011-02-01,2011,February,11,Tuesday,Spring,Partly Cloudy,51,49,2,0.18
2011-02-01,2011,February,12,Tuesday,Spring,Partly Cloudy,55,53,2,0.2
2011-02-01,2011,February,13,Tuesday,Spring,Partly Cloudy,52,49,3,0.2
2011-02-01,2011,February,14,Tuesday,Spring,Partly Cloudy,54,49,5,0.22
2011-02-01,2011,February,15,Tuesday,Spring,Partly Cloudy,52,45,7,0.24
